municipio,anio,seccion,partido,votos,porcentaje,votos_positivos,participacion_pct,intendente_electo,total_electores
CARLOS CASARES,2021,4,"FRENTE DE TODOS",6060,45.36,13360,67.35,"",19837
CARLOS CASARES,2021,4,"FRENTE VAMOS CON VOS",1215,9.09,13360,67.35,"",19837
CARLOS CASARES,2023,4,"UNION POR LA PATRIA",6703,46.16,14522,71.42,"Daniel Angel STADNIK",20334
CARLOS CASARES,2023,4,"UNIDOS POR CASARES",3496,24.07,14522,71.42,"Daniel Angel STADNIK",20334
CARLOS CASARES,2023,4,"LA LIBERTAD AVANZA",2394,16.49,14522,71.42,"Daniel Angel STADNIK",20334
CARLOS CASARES,2023,4,"JUNTOS POR EL CAMBIO",1929,13.28,14522,71.42,"Daniel Angel STADNIK",20334
CARLOS CASARES,2025,4,"ALIANZA FUERZA PATRIA",4719,39.83,11849,57.72,"",20530
CARLOS CASARES,2025,4,"UNIDOS POR CASARES",3526,29.76,11849,57.72,"",20530
CARLOS CASARES,2025,4,"ALIANZA LA LIBERTAD AVANZA",2472,20.86,11849,57.72,"",20530
CARLOS CASARES,2025,4,"ALIANZA SOMOS BUENOS AIRES",1132,9.55,11849,57.72,"",20530
CARLOS TEJEDOR,2013,4,"ALIANZA FRENTE PARA LA VICTORIA",3466,42.92,8076,82.83,"",9750
CARLOS TEJEDOR,2013,4,"FRENTE PROGRESISTA CIVICO Y SOCIAL",2364,29.27,8076,82.83,"",9750
CARLOS TEJEDOR,2013,4,"FRENTE RENOVADOR",2246,27.81,8076,82.83,"",9750
CARLOS TEJEDOR,2015,4,"ALIANZA CAMBIEMOS BUENOS AIRES",4307,50.86,8469,86.06,"Raúl Alejandro SALA",9841
CARLOS TEJEDOR,2015,4,"ALIANZA FRENTE PARA LA VICTORIA",3927,46.37,8469,86.06,"Raúl Alejandro SALA",9841
CARLOS TEJEDOR,2015,4,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",235,2.77,8469,86.06,"Raúl Alejandro SALA",9841
CARLOS TEJEDOR,2017,4,"ALIANZA CAMBIEMOS BUENOS AIRES",3331,43.04,7739,78.66,"",9838
CARLOS TEJEDOR,2017,4,"ALIANZA FRENTE JUSTICIALISTA",2166,27.99,7739,78.66,"",9838
CARLOS TEJEDOR,2017,4,"ALIANZA UNIDAD CIUDADANA",1448,18.71,7739,78.66,"",9838
CARLOS TEJEDOR,2017,4,"ALIANZA 1 PAIS",794,10.26,7739,78.66,"",9838
CARLOS TEJEDOR,2019,4,"FRENTE DE TODOS",4336,53.25,8143,81.86,"María Celia GIANINI",9947
CARLOS TEJEDOR,2019,4,"JUNTOS POR EL CAMBIO",3669,45.06,8143,81.86,"María Celia GIANINI",9947
CARLOS TEJEDOR,2019,4,"FTE DE IZQ. Y DE TRABAJADORES-UNIDAD",138,1.69,8143,81.86,"María Celia GIANINI",9947
CARLOS TEJEDOR,2021,4,"ALIANZA JUNTOS",4145,53.92,7687,75.57,"",10172
CARLOS TEJEDOR,2021,4,"FRENTE DE TODOS",3542,46.08,7687,75.57,"",10172
CARLOS TEJEDOR,2023,4,"UNION POR LA PATRIA",4649,60.7,7659,74.83,"María Celia GIANINI",10235
CARLOS TEJEDOR,2023,4,"JUNTOS POR EL CAMBIO",3010,39.3,7659,74.83,"María Celia GIANINI",10235
CARLOS TEJEDOR,2025,4,"ALIANZA FUERZA PATRIA",4157,59.24,7017,68.9,"",10185
CARLOS TEJEDOR,2025,4,"ALIANZA SOMOS BUENOS AIRES",1435,20.45,7017,68.9,"",10185
CARLOS TEJEDOR,2025,4,"ALIANZA LA LIBERTAD AVANZA",1425,20.31,7017,68.9,"",10185
CARMEN DE ARECO,2013,2,"ALIANZA FRENTE PARA LA VICTORIA",3306,34.27,9648,80.33,"",12011
CARMEN DE ARECO,2013,2,"FRENTE RENOVADOR",2076,21.52,9648,80.33,"",12011
CARMEN DE ARECO,2013,2,"NUEVA ALTERNATIVA CARMEÑA",2038,21.12,9648,80.33,"",12011
CARMEN DE ARECO,2013,2,"FRENTE PROGRESISTA CIVICO Y SOCIAL",1989,20.62,9648,80.33,"",12011
CARMEN DE ARECO,2013,2,"UNIDOS POR LA LIBERTAD Y EL TRABAJO",172,1.78,9648,80.33,"",12011
CARMEN DE ARECO,2013,2,"UNION CON FE",67,0.69,9648,80.33,"",12011
CARMEN DE ARECO,2015,2,"NUEVA ALTERNATIVA CARMEÑA",3613,35.92,10058,80.65,"Marcelo Alejandro SKANSI",12471
CARMEN DE ARECO,2015,2,"ALIANZA CAMBIEMOS BUENOS AIRES",3534,35.14,10058,80.65,"Marcelo Alejandro SKANSI",12471
CARMEN DE ARECO,2015,2,"ALIANZA FRENTE PARA LA VICTORIA",2287,22.74,10058,80.65,"Marcelo Alejandro SKANSI",12471
CARMEN DE ARECO,2015,2,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",624,6.2,10058,80.65,"Marcelo Alejandro SKANSI",12471
CARMEN DE ARECO,2017,2,"ALIANZA CAMBIEMOS BUENOS AIRES",4818,49.08,9817,77.39,"",12685
CARMEN DE ARECO,2017,2,"ALIANZA UNIDAD CIUDADANA",2097,21.36,9817,77.39,"",12685
CARMEN DE ARECO,2017,2,"NUEVA ALTERNATIVA CARMEÑA",1935,19.71,9817,77.39,"",12685
CARMEN DE ARECO,2017,2,"ALIANZA 1 PAIS",657,6.69,9817,77.39,"",12685
CARMEN DE ARECO,2017,2,"ALIANZA FRENTE JUSTICIALISTA",310,3.16,9817,77.39,"",12685
CARMEN DE ARECO,2019,2,"FRENTE DE TODOS",3988,37.59,10609,82.18,"Iván Darío VILLAGRÁN",12910
CARMEN DE ARECO,2019,2,"CONSENSO FEDERAL",3442,32.44,10609,82.18,"Iván Darío VILLAGRÁN",12910
CARMEN DE ARECO,2019,2,"JUNTOS POR EL CAMBIO",3179,29.97,10609,82.18,"Iván Darío VILLAGRÁN",12910
CARMEN DE ARECO,2021,2,"ALIANZA JUNTOS",3899,39.2,9946,72.91,"",13641
CARMEN DE ARECO,2021,2,"FRENTE DE TODOS",3513,35.32,9946,72.91,"",13641
CARMEN DE ARECO,2021,2,"NUEVA ALTERNATIVA CARMEÑA",2468,24.81,9946,72.91,"",13641
CARMEN DE ARECO,2021,2,"FRENTE VAMOS CON VOS",66,0.66,9946,72.91,"",13641
CARMEN DE ARECO,2023,2,"UNION POR LA PATRIA",5964,57.23,10421,74.57,"Iván Darío VILLAGRAN",13975
CARMEN DE ARECO,2023,2,"JUNTOS POR EL CAMBIO",3090,29.65,10421,74.57,"Iván Darío VILLAGRAN",13975
CARMEN DE ARECO,2023,2,"LA LIBERTAD AVANZA",1367,13.12,10421,74.57,"Iván Darío VILLAGRAN",13975
CARMEN DE ARECO,2025,2,"ALIANZA FUERZA PATRIA",3574,39.61,9024,63.87,"",14129
CARMEN DE ARECO,2025,2,"ALIANZA LA LIBERTAD AVANZA",3450,38.23,9024,63.87,"",14129
CARMEN DE ARECO,2025,2,"ESP. ABIERTO PARA EL DES. Y LA INT. SOCIAL",1828,20.26,9024,63.87,"",14129
CARMEN DE ARECO,2025,2,"PARTIDO LIBERTARIO",172,1.91,9024,63.87,"",14129
CASTELLI,2013,5,"ALIANZA FRENTE PARA LA VICTORIA",3630,63.01,5761,80.67,"",7141
CASTELLI,2013,5,"FRENTE RENOVADOR",1463,25.39,5761,80.67,"",7141
CASTELLI,2013,5,"FRENTE PROGRESISTA CIVICO Y SOCIAL",668,11.6,5761,80.67,"",7141
CASTELLI,2015,5,"ALIANZA FRENTE PARA LA VICTORIA",3442,61.63,5585,75.92,"Francisco Jose ECHARREN",7356
CASTELLI,2015,5,"ALIANZA CAMBIEMOS BUENOS AIRES",2143,38.37,5585,75.92,"Francisco Jose ECHARREN",7356
CASTELLI,2017,5,"ALIANZA FRENTE JUSTICIALISTA",3150,53.3,5910,78.3,"",7548
CASTELLI,2017,5,"ALIANZA CAMBIEMOS BUENOS AIRES",2240,37.9,5910,78.3,"",7548
CASTELLI,2017,5,"ALIANZA UNIDAD CIUDADANA",335,5.67,5910,78.3,"",7548
CASTELLI,2017,5,"ALIANZA 1 PAIS",185,3.13,5910,78.3,"",7548
CASTELLI,2019,5,"FRENTE DE TODOS",3917,65.08,6019,78.21,"Francisco José ECHARREN",7696
CASTELLI,2019,5,"JUNTOS POR EL CAMBIO",2102,34.92,6019,78.21,"Francisco José ECHARREN",7696
CASTELLI,2021,5,"FRENTE DE TODOS",3179,51.68,6151,77.61,"",7926
CASTELLI,2021,5,"ALIANZA JUNTOS",2793,45.41,6151,77.61,"",7926
CASTELLI,2021,5,"ALIANZA AVANZA LIBERTAD",179,2.91,6151,77.61,"",7926
CASTELLI,2023,5,"UNION POR LA PATRIA",3648,58.98,6185,76.46,"Francisco José ECHARREN",8089
CASTELLI,2023,5,"JUNTOS POR EL CAMBIO",1923,31.09,6185,76.46,"Francisco José ECHARREN",8089
CASTELLI,2023,5,"LA LIBERTAD AVANZA",614,9.93,6185,76.46,"Francisco José ECHARREN",8089
CASTELLI,2025,5,"ALIANZA FUERZA PATRIA",2957,52.46,5637,69.3,"",8134
CASTELLI,2025,5,"ALIANZA SOMOS BUENOS AIRES",1021,18.11,5637,69.3,"",8134
CASTELLI,2025,5,"ALIANZA LA LIBERTAD AVANZA",956,16.96,5637,69.3,"",8134
CASTELLI,2025,5,"ALIANZA UNION LIBERAL",703,12.47,5637,69.3,"",8134
CHACABUCO,2013,4,"ALIANZA FRENTE PARA LA VICTORIA",12019,39.04,30789,78.23,"",39358
CHACABUCO,2013,4,"FRENTE RENOVADOR",9785,31.78,30789,78.23,"",39358
CHACABUCO,2013,4,"FRENTE PROGRESISTA CIVICO Y SOCIAL",6277,20.39,30789,78.23,"",39358
CHACABUCO,2013,4,"UNIDOS POR LA LIBERTAD Y EL TRABAJO",1555,5.05,30789,78.23,"",39358
CHACABUCO,2013,4,"ESPACIO UNION PRO",580,1.88,30789,78.23,"",39358
CHACABUCO,2013,4,"UNION CON FE",573,1.86,30789,78.23,"",39358
CHACABUCO,2015,4,"ALIANZA CAMBIEMOS BUENOS AIRES",15164,47.24,32101,79.74,"Víctor Reinaldo AIOLA",40257
CHACABUCO,2015,4,"ALIANZA FRENTE PARA LA VICTORIA",14171,44.15,32101,79.74,"Víctor Reinaldo AIOLA",40257
CHACABUCO,2015,4,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",2144,6.68,32101,79.74,"Víctor Reinaldo AIOLA",40257
CHACABUCO,2015,4,"ALIANZA PROGRESISTAS",622,1.94,32101,79.74,"Víctor Reinaldo AIOLA",40257
CHACABUCO,2017,4,"ALIANZA CAMBIEMOS BUENOS AIRES",16665,52,32046,76.95,"",41645
CHACABUCO,2017,4,"ALIANZA UNIDAD CIUDADANA",6237,19.46,32046,76.95,"",41645
CHACABUCO,2017,4,"ALIANZA FRENTE JUSTICIALISTA",5357,16.72,32046,76.95,"",41645
CHACABUCO,2017,4,"ALIANZA 1 PAIS",2552,7.96,32046,76.95,"",41645
CHACABUCO,2017,4,"ALIANZA FRENTE DE IZQUIERDA Y DE LOS",748,2.33,32046,76.95,"",41645
CHACABUCO,2017,4,"ALIANZA IZQUIERDA AL FRENTE POR EL",487,1.52,32046,76.95,"",41645
CHACABUCO,2019,4,"JUNTOS POR EL CAMBIO",18379,53.19,34556,82.03,"Víctor Reinaldo AIOLA",42125
CHACABUCO,2019,4,"FRENTE DE TODOS",14994,43.39,34556,82.03,"Víctor Reinaldo AIOLA",42125
CHACABUCO,2019,4,"CONSENSO FEDERAL",632,1.83,34556,82.03,"Víctor Reinaldo AIOLA",42125
CHACABUCO,2019,4,"FTE DE IZQ. Y DE TRABAJADORES-UNIDAD",551,1.59,34556,82.03,"Víctor Reinaldo AIOLA",42125
CHACABUCO,2021,4,"ALIANZA JUNTOS",14112,44.11,31994,73.8,"",43351
CHACABUCO,2021,4,"FRENTE DE TODOS",14104,44.08,31994,73.8,"",43351
CHACABUCO,2021,4,"ALIANZA AVANZA LIBERTAD",1852,5.79,31994,73.8,"",43351
CHACABUCO,2021,4,"FRENTE DE IZQUIERDA Y DE TRABAJADORES -",1028,3.21,31994,73.8,"",43351
CHACABUCO,2021,4,"FRENTE VAMOS CON VOS",898,2.81,31994,73.8,"",43351
CHACABUCO,2023,4,"UNION POR LA PATRIA",16065,48.74,32960,74.39,"Rubén Darío GOLIA",44310
CHACABUCO,2023,4,"JUNTOS POR EL CAMBIO",8863,26.89,32960,74.39,"Rubén Darío GOLIA",44310
CHACABUCO,2023,4,"LA LIBERTAD AVANZA",8032,24.37,32960,74.39,"Rubén Darío GOLIA",44310
CHACABUCO,2025,4,"ALIANZA FUERZA PATRIA",14409,50.97,28268,62.98,"",44883
CHACABUCO,2025,4,"ALIANZA LA LIBERTAD AVANZA",6265,22.16,28268,62.98,"",44883
CHACABUCO,2025,4,"ALIANZA SOMOS BUENOS AIRES",6029,21.33,28268,62.98,"",44883
CHACABUCO,2025,4,"ALIANZA POTENCIA",1049,3.71,28268,62.98,"",44883
CHACABUCO,2025,4,"FTE. DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",516,1.83,28268,62.98,"",44883
CHASCOMUS,2013,5,"ALIANZA FRENTE PARA LA VICTORIA",5830,25.07,23259,77.78,"",29904
CHASCOMUS,2013,5,"FRENTE PROGRESISTA CIVICO Y SOCIAL",5504,23.66,23259,77.78,"",29904
CHASCOMUS,2013,5,"UNIDAD POR CHASCOMÚS",5268,22.65,23259,77.78,"",29904
CHASCOMUS,2013,5,"FRENTE RENOVADOR",4204,18.07,23259,77.78,"",29904
CHASCOMUS,2013,5,"ESPACIO UNION PRO",739,3.18,23259,77.78,"",29904
CHASCOMUS,2013,5,"FRENTE POPULAR DEMOCRATICO Y SOCIAL",665,2.86,23259,77.78,"",29904
CHASCOMUS,2013,5,"UNIDOS POR LA LIBERTAD Y EL TRABAJO",545,2.34,23259,77.78,"",29904
CHASCOMUS,2013,5,"FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES",504,2.17,23259,77.78,"",29904
CHASCOMUS,2015,5,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",8795,36.53,24078,77.6,"Javier GASTON",31028
CHASCOMUS,2015,5,"ALIANZA FRENTE PARA LA VICTORIA",7617,31.63,24078,77.6,"Javier GASTON",31028
CHASCOMUS,2015,5,"ALIANZA CAMBIEMOS BUENOS AIRES",6964,28.92,24078,77.6,"Javier GASTON",31028
CHASCOMUS,2015,5,"ALIANZA PROGRESISTAS",702,2.92,24078,77.6,"Javier GASTON",31028
CHASCOMUS,2017,5,"ALIANZA CAMBIEMOS BUENOS AIRES",11153,46.02,24235,74.08,"",32714
CHASCOMUS,2017,5,"ALIANZA UNIDAD CIUDADANA",5974,24.65,24235,74.08,"",32714
CHASCOMUS,2017,5,"ALIANZA 1 PAIS",5414,22.34,24235,74.08,"",32714
CHASCOMUS,2017,5,"JUNTOS POR CHASCOMUS (JPC)",1041,4.3,24235,74.08,"",32714
CHASCOMUS,2017,5,"ALIANZA FRENTE JUSTICIALISTA",653,2.69,24235,74.08,"",32714
CHASCOMUS,2019,5,"FRENTE DE TODOS",16728,65.03,25725,76.67,"Gastón JAVIER "CHAPA"",33555
CHASCOMUS,2019,5,"JUNTOS POR EL CAMBIO",7855,30.53,25725,76.67,"Gastón JAVIER "CHAPA"",33555
CHASCOMUS,2019,5,"CONSENSO FEDERAL",767,2.98,25725,76.67,"Gastón JAVIER "CHAPA"",33555
CHASCOMUS,2019,5,"FTE DE IZQ. Y DE TRABAJADORES-UNIDAD",375,1.46,25725,76.67,"Gastón JAVIER "CHAPA"",33555
CHASCOMUS,2021,5,"ALIANZA JUNTOS",12395,54.02,22944,65.72,"",34912
CHASCOMUS,2021,5,"FRENTE DE TODOS",6489,28.28,22944,65.72,"",34912
CHASCOMUS,2021,5,"JUNTOS POR CHASCOMUS",2013,8.77,22944,65.72,"",34912
CHASCOMUS,2021,5,"FRENTE DE IZQUIERDA Y DE TRABAJADORES -",996,4.34,22944,65.72,"",34912
CHASCOMUS,2021,5,"FRENTE VAMOS CON VOS",824,3.59,22944,65.72,"",34912
CHASCOMUS,2021,5,"UNION POR TODOS",227,0.99,22944,65.72,"",34912
CHASCOMUS,2023,5,"UNION POR LA PATRIA",11984,46.88,25564,71.31,"Gastón JAVIER",35848
CHASCOMUS,2023,5,"JUNTOS POR EL CAMBIO",10705,41.88,25564,71.31,"Gastón JAVIER",35848
CHASCOMUS,2023,5,"LA LIBERTAD AVANZA",2875,11.25,25564,71.31,"Gastón JAVIER",35848
CHASCOMUS,2025,5,"ALIANZA FUERZA PATRIA",6821,32.17,21200,57.89,"",36621
CHASCOMUS,2025,5,"ALIANZA SOMOS BUENOS AIRES",4738,22.35,21200,57.89,"",36621
CHASCOMUS,2025,5,"ALIANZA LA LIBERTAD AVANZA",4712,22.23,21200,57.89,"",36621
CHASCOMUS,2025,5,"ALIANZA POTENCIA",4241,20,21200,57.89,"",36621
CHASCOMUS,2025,5,"FTE. DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",456,2.15,21200,57.89,"",36621
CHASCOMUS,2025,5,"ALIANZA UNION Y LIBERTAD",232,1.09,21200,57.89,"",36621
CHIVILCOY,2013,4,"ALIANZA FRENTE PARA LA VICTORIA",18522,41.8,44316,81.71,"",54237
CHIVILCOY,2013,4,"UNIDOS POR LA LIBERTAD Y EL TRABAJO",15158,34.2,44316,81.71,"",54237
CHIVILCOY,2013,4,"FRENTE RENOVADOR",6259,14.12,44316,81.71,"",54237
CHIVILCOY,2013,4,"FRENTE PROGRESISTA CIVICO Y SOCIAL",3460,7.81,44316,81.71,"",54237
CHIVILCOY,2013,4,"FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES",917,2.07,44316,81.71,"",54237
CHIVILCOY,2015,4,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",21322,47.9,44515,78.83,"Guillermo Alejandro BRITOS",56470
CHIVILCOY,2015,4,"ALIANZA FRENTE PARA LA VICTORIA",20156,45.28,44515,78.83,"Guillermo Alejandro BRITOS",56470
CHIVILCOY,2015,4,"ALIANZA CAMBIEMOS BUENOS AIRES",3037,6.82,44515,78.83,"Guillermo Alejandro BRITOS",56470
CHIVILCOY,2017,4,"ALIANZA FRENTE JUSTICIALISTA",13091,29.27,44727,77.05,"",58046
CHIVILCOY,2017,4,"ALIANZA 1 PAIS",11907,26.62,44727,77.05,"",58046
CHIVILCOY,2017,4,"ALIANZA CAMBIEMOS BUENOS AIRES",10854,24.27,44727,77.05,"",58046
CHIVILCOY,2017,4,"ALIANZA UNIDAD CIUDADANA",7088,15.85,44727,77.05,"",58046
CHIVILCOY,2017,4,"PATRIA GRANDE",980,2.19,44727,77.05,"",58046
CHIVILCOY,2017,4,"ALIANZA FRENTE DE IZQUIERDA Y DE LOS",807,1.8,44727,77.05,"",58046
CHIVILCOY,2019,4,"CONSENSO FEDERAL",22796,48.13,47366,80.39,"Guillermo Alejandro BRITOS",58922
CHIVILCOY,2019,4,"FRENTE DE TODOS",19318,40.78,47366,80.39,"Guillermo Alejandro BRITOS",58922
CHIVILCOY,2019,4,"JUNTOS POR EL CAMBIO",4644,9.8,47366,80.39,"Guillermo Alejandro BRITOS",58922
CHIVILCOY,2019,4,"FTE DE IZQ. Y DE TRABAJADORES-UNIDAD",608,1.28,47366,80.39,"Guillermo Alejandro BRITOS",58922
CHIVILCOY,2021,4,"PRIMERO CHIVILCOY",13823,32.24,42873,70.98,"",60403
CHIVILCOY,2021,4,"FRENTE DE TODOS",9357,21.82,42873,70.98,"",60403
CHIVILCOY,2021,4,"ALIANZA JUNTOS",8867,20.68,42873,70.98,"",60403
CHIVILCOY,2021,4,"FRENTE VAMOS CON VOS",7783,18.15,42873,70.98,"",60403
CHIVILCOY,2021,4,"ALIANZA AVANZA LIBERTAD",2051,4.78,42873,70.98,"",60403
CHIVILCOY,2021,4,"FRENTE DE IZQUIERDA Y DE TRABAJADORES -",992,2.31,42873,70.98,"",60403
CHIVILCOY,2023,4,"PRIMERO CHIVILCOY",17043,37.03,46029,74.61,"Guillermo Alejandro BRITOS",61691
CHIVILCOY,2023,4,"UNION POR LA PATRIA",14264,30.99,46029,74.61,"Guillermo Alejandro BRITOS",61691
CHIVILCOY,2023,4,"FRENTE H.A.C.E.R. POR EL PROGRESO SOCIAL",7182,15.6,46029,74.61,"Guillermo Alejandro BRITOS",61691
CHIVILCOY,2023,4,"LA LIBERTAD AVANZA",3950,8.58,46029,74.61,"Guillermo Alejandro BRITOS",61691
CHIVILCOY,2023,4,"JUNTOS POR EL CAMBIO",3590,7.8,46029,74.61,"Guillermo Alejandro BRITOS",61691
CHIVILCOY,2025,4,"ALIANZA FUERZA PATRIA",13750,38.14,36049,57.73,"",62440
CHIVILCOY,2025,4,"ALIANZA LA LIBERTAD AVANZA",8792,24.39,36049,57.73,"",62440
CHIVILCOY,2025,4,"ALIANZA SOMOS BUENOS AIRES",5718,15.86,36049,57.73,"",62440
CHIVILCOY,2025,4,"FUERZA CHIVILCOYANA",4457,12.36,36049,57.73,"",62440
CHIVILCOY,2025,4,"ALIANZA ES CON VOS ES CON NOSOTROS",1131,3.14,36049,57.73,"",62440
CHIVILCOY,2025,4,"FTE. DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",1025,2.84,36049,57.73,"",62440
CHIVILCOY,2025,4,"ALIANZA POTENCIA",764,2.12,36049,57.73,"",62440
CHIVILCOY,2025,4,"ALIANZA UNION LIBERAL",412,1.14,36049,57.73,"",62440
COLON,2013,2,"FRENTE PROGRESISTA CIVICO Y SOCIAL",6021,39.41,15277,76.83,"",19885
COLON,2013,2,"ALIANZA FRENTE PARA LA VICTORIA",4722,30.91,15277,76.83,"",19885
COLON,2013,2,"FRENTE RENOVADOR",2268,14.85,15277,76.83,"",19885
COLON,2013,2,"UNION CON FE",1358,8.89,15277,76.83,"",19885
COLON,2013,2,"FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES",457,2.99,15277,76.83,"",19885
COLON,2013,2,"UNIDOS POR LA LIBERTAD Y EL TRABAJO",451,2.95,15277,76.83,"",19885
COLON,2015,2,"ALIANZA FRENTE PARA LA VICTORIA",7193,45.92,15663,76.66,"Ricardo Miguel CASI",20432
COLON,2015,2,"ALIANZA CAMBIEMOS BUENOS AIRES",4878,31.14,15663,76.66,"Ricardo Miguel CASI",20432
COLON,2015,2,"ALIANZA PROGRESISTAS",2032,12.97,15663,76.66,"Ricardo Miguel CASI",20432
COLON,2015,2,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",1030,6.58,15663,76.66,"Ricardo Miguel CASI",20432
COLON,2015,2,"AZA. FTE. DE IZQUIERDA Y LOS TRABAJADORES",530,3.38,15663,76.66,"Ricardo Miguel CASI",20432
COLON,2017,2,"ALIANZA UNIDAD CIUDADANA",5920,36.59,16178,76.6,"",21121
COLON,2017,2,"ALIANZA CAMBIEMOS BUENOS AIRES",5872,36.3,16178,76.6,"",21121
COLON,2017,2,"ALIANZA FRENTE JUSTICIALISTA",1949,12.05,16178,76.6,"",21121
COLON,2017,2,"ALIANZA 1 PAIS",1265,7.82,16178,76.6,"",21121
COLON,2017,2,"PARTIDO FEDERAL",453,2.8,16178,76.6,"",21121
COLON,2017,2,"PARTIDO SOCIALISTA",362,2.24,16178,76.6,"",21121
COLON,2017,2,"ALIANZA FRENTE DE IZQUIERDA Y DE LOS",357,2.21,16178,76.6,"",21121
COLON,2019,2,"FRENTE DE TODOS",9991,60.19,16600,77.65,""pito" Casi RICARDO",21379
COLON,2019,2,"JUNTOS POR EL CAMBIO",6204,37.37,16600,77.65,""pito" Casi RICARDO",21379
COLON,2019,2,"FTE DE IZQ. Y DE TRABAJADORES-UNIDAD",405,2.44,16600,77.65,""pito" Casi RICARDO",21379
COLON,2021,2,"ALIANZA JUNTOS",6661,44.99,14806,68.13,"",21731
COLON,2021,2,"FRENTE DE TODOS",5332,36.01,14806,68.13,"",21731
COLON,2021,2,"PARTIDO UNION CELESTE Y BLANCO",761,5.14,14806,68.13,"",21731
COLON,2021,2,"FRENTE DE IZQUIERDA Y DE TRABAJADORES -",735,4.96,14806,68.13,"",21731
COLON,2021,2,"PARTIDO HUMANISTA",700,4.73,14806,68.13,"",21731
COLON,2021,2,"FRENTE VAMOS CON VOS",379,2.56,14806,68.13,"",21731
COLON,2021,2,"PARTIDO REPUBLICANO FEDERAL",238,1.61,14806,68.13,"",21731
COLON,2023,2,"UNION POR LA PATRIA",7715,48.35,15958,71.4,"Waldemar Audilio GIORDANO",22351
COLON,2023,2,"JUNTOS POR EL CAMBIO",5806,36.38,15958,71.4,"Waldemar Audilio GIORDANO",22351
COLON,2023,2,"LA LIBERTAD AVANZA",2044,12.81,15958,71.4,"Waldemar Audilio GIORDANO",22351
COLON,2023,2,"PARTIDO AUTONOMISTA",393,2.46,15958,71.4,"Waldemar Audilio GIORDANO",22351
COLON,2025,2,"ALIANZA FUERZA PATRIA",4330,32.77,13214,58.5,"",22587
COLON,2025,2,"ALIANZA LA LIBERTAD AVANZA",2932,22.19,13214,58.5,"",22587
COLON,2025,2,"ALIANZA NUEVOS AIRES",1673,12.66,13214,58.5,"",22587
COLON,2025,2,"PARTIDO FRENTE PATRIOTA FEDERAL",1259,9.53,13214,58.5,"",22587
COLON,2025,2,"ESP. ABIERTO PARA EL DES. Y LA INT. SOCIAL",1200,9.08,13214,58.5,"",22587
COLON,2025,2,"ALIANZA POTENCIA",710,5.37,13214,58.5,"",22587
COLON,2025,2,"ALIANZA UNION Y LIBERTAD",587,4.44,13214,58.5,"",22587
COLON,2025,2,"FTE. DE IZQUIERDA Y DE TRABAJADORES - UNIDAD",314,2.38,13214,58.5,"",22587
COLON,2025,2,"PARTIDO LIBERTARIO",209,1.58,13214,58.5,"",22587
CORONEL DORREGO,2013,6,"FRENTE PROGRESISTA CIVICO Y SOCIAL",4537,43.45,10443,76.57,"",13639
CORONEL DORREGO,2013,6,"JUNTOS POR DORREGO",2983,28.56,10443,76.57,"",13639
CORONEL DORREGO,2013,6,"ALIANZA FRENTE PARA LA VICTORIA",1314,12.58,10443,76.57,"",13639
CORONEL DORREGO,2013,6,"UNIDOS POR LA LIBERTAD Y EL TRABAJO",952,9.12,10443,76.57,"",13639
CORONEL DORREGO,2013,6,"FRENTE RENOVADOR",657,6.29,10443,76.57,"",13639
CORONEL DORREGO,2015,6,"ALIANZA CAMBIEMOS BUENOS AIRES",5405,51.59,10476,76.94,"Raúl Germán REYES",13616
CORONEL DORREGO,2015,6,"ALIANZA FRENTE PARA LA VICTORIA",3620,34.56,10476,76.94,"Raúl Germán REYES",13616
CORONEL DORREGO,2015,6,"JUNTOS POR DORREGO",1039,9.92,10476,76.94,"Raúl Germán REYES",13616
CORONEL DORREGO,2015,6,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",412,3.93,10476,76.94,"Raúl Germán REYES",13616
CORONEL DORREGO,2017,6,"ALIANZA CAMBIEMOS BUENOS AIRES",5106,50.74,10063,73.11,"",13765
CORONEL DORREGO,2017,6,"ALIANZA UNIDAD CIUDADANA",2811,27.93,10063,73.11,"",13765
CORONEL DORREGO,2017,6,"ALIANZA FRENTE JUSTICIALISTA",719,7.14,10063,73.11,"",13765
CORONEL DORREGO,2017,6,"ALIANZA 1 PAIS",716,7.12,10063,73.11,"",13765
CORONEL DORREGO,2017,6,"CORRIENTE DE PENSAMIENTO BONAERENSE",711,7.07,10063,73.11,"",13765
CORONEL DORREGO,2019,6,"JUNTOS POR EL CAMBIO",5854,55.13,10618,77.79,"Raúl Germán REYES",13650
CORONEL DORREGO,2019,6,"FRENTE DE TODOS",4157,39.15,10618,77.79,"Raúl Germán REYES",13650
