municipio,anio,seccion,partido,votos,porcentaje,votos_positivos,participacion_pct,intendente_electo,total_electores
RAMALLO,2025,2,"PARTIDO LIBERTARIO",304,1.45,21005,65.71,"",31964
RAUCH,2013,5,"FRENTE PROGRESISTA CIVICO Y SOCIAL",4967,48.35,10274,79.05,"",12997
RAUCH,2013,5,"ALIANZA FRENTE PARA LA VICTORIA",2967,28.88,10274,79.05,"",12997
RAUCH,2013,5,"FRENTE RENOVADOR",2340,22.78,10274,79.05,"",12997
RAUCH,2015,5,"ALIANZA CAMBIEMOS BUENOS AIRES",5561,51.42,10814,81.22,"Roberto Maximiliano SUESCUN",13315
RAUCH,2015,5,"ALIANZA FRENTE PARA LA VICTORIA",5253,48.58,10814,81.22,"Roberto Maximiliano SUESCUN",13315
RAUCH,2017,5,"ALIANZA CAMBIEMOS BUENOS AIRES",5923,56.42,10498,77.49,"",13547
RAUCH,2017,5,"ALIANZA UNIDAD CIUDADANA",3935,37.48,10498,77.49,"",13547
RAUCH,2017,5,"ALIANZA 1 PAIS",640,6.1,10498,77.49,"",13547
RAUCH,2019,5,"JUNTOS POR EL CAMBIO",6054,55.31,10945,79.87,"Roberto Maximiliano SUESCUN",13703
RAUCH,2019,5,"FRENTE DE TODOS",4605,42.07,10945,79.87,"Roberto Maximiliano SUESCUN",13703
RAUCH,2019,5,"FTE DE IZQ. Y DE TRABAJADORES-UNIDAD",286,2.61,10945,79.87,"Roberto Maximiliano SUESCUN",13703
RAUCH,2021,5,"ALIANZA JUNTOS",5103,52.06,9802,70.32,"",13939
RAUCH,2021,5,"FRENTE DE TODOS",4395,44.84,9802,70.32,"",13939
RAUCH,2021,5,"FRENTE DE IZQUIERDA Y DE TRABAJADORES -",304,3.1,9802,70.32,"",13939
RAUCH,2023,5,"JUNTOS POR EL CAMBIO",4917,49,10035,71.24,"Roberto Maximiliano SUESCUN",14086
RAUCH,2023,5,"UNION POR LA PATRIA",4206,41.91,10035,71.24,"Roberto Maximiliano SUESCUN",14086
RAUCH,2023,5,"LA LIBERTAD AVANZA",912,9.09,10035,71.24,"Roberto Maximiliano SUESCUN",14086
RAUCH,2025,5,"ALIANZA FUERZA PATRIA",4363,48.53,8991,63.41,"",14180
RAUCH,2025,5,"ALIANZA SOMOS BUENOS AIRES",3501,38.94,8991,63.41,"",14180
RAUCH,2025,5,"ALIANZA LA LIBERTAD AVANZA",1127,12.53,8991,63.41,"",14180
RIVADAVIA,2013,4,"FRENTE RENOVADOR",4639,44.58,10407,77.94,"",13353
RIVADAVIA,2013,4,"RIVADAVIA PRIMERO",4143,39.81,10407,77.94,"",13353
RIVADAVIA,2013,4,"ALIANZA FRENTE PARA LA VICTORIA",1625,15.61,10407,77.94,"",13353
RIVADAVIA,2015,4,"ALIANZA CAMBIEMOS BUENOS AIRES",5695,52.92,10761,79.22,"Javier Ulises REYNOSO",13584
RIVADAVIA,2015,4,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",4258,39.57,10761,79.22,"Javier Ulises REYNOSO",13584
RIVADAVIA,2015,4,"ALIANZA FRENTE PARA LA VICTORIA",808,7.51,10761,79.22,"Javier Ulises REYNOSO",13584
RIVADAVIA,2017,4,"ALIANZA CAMBIEMOS BUENOS AIRES",5041,48.3,10437,74.72,"",13969
RIVADAVIA,2017,4,"ALIANZA 1 PAIS",3319,31.8,10437,74.72,"",13969
RIVADAVIA,2017,4,"ALIANZA UNIDAD CIUDADANA",1494,14.31,10437,74.72,"",13969
RIVADAVIA,2017,4,"ALIANZA FRENTE JUSTICIALISTA",583,5.59,10437,74.72,"",13969
RIVADAVIA,2019,4,"JUNTOS POR EL CAMBIO",7034,58.52,12019,84.72,"Javier Ulises REYNOSO",14186
RIVADAVIA,2019,4,"FRENTE DE TODOS",4985,41.48,12019,84.72,"Javier Ulises REYNOSO",14186
RIVADAVIA,2021,4,"ALIANZA JUNTOS",6623,67.03,9880,68.13,"",14502
RIVADAVIA,2021,4,"FRENTE DE TODOS",3257,32.97,9880,68.13,"",14502
RIVADAVIA,2023,4,"UNION POR LA PATRIA",5932,51.75,11462,77.23,"Juan Alberto MARTINEZ",14842
RIVADAVIA,2023,4,"JUNTOS POR EL CAMBIO",5530,48.25,11462,77.23,"Juan Alberto MARTINEZ",14842
RIVADAVIA,2025,4,"ALIANZA FUERZA PATRIA",4361,45.49,9587,63.39,"",15123
RIVADAVIA,2025,4,"RIVADAVIA PRIMERO",3114,32.48,9587,63.39,"",15123
RIVADAVIA,2025,4,"ALIANZA LA LIBERTAD AVANZA",1548,16.15,9587,63.39,"",15123
RIVADAVIA,2025,4,"ALIANZA SOMOS BUENOS AIRES",564,5.88,9587,63.39,"",15123
ROJAS,2013,2,"FRENTE RENOVADOR",6190,39.6,15630,79.49,"",19664
ROJAS,2013,2,"FRENTE PROGRESISTA CIVICO Y SOCIAL",6169,39.47,15630,79.49,"",19664
ROJAS,2013,2,"ALIANZA FRENTE PARA LA VICTORIA",1609,10.29,15630,79.49,"",19664
ROJAS,2013,2,"UNIDOS POR LA LIBERTAD Y EL TRABAJO",1372,8.78,15630,79.49,"",19664
ROJAS,2013,2,"UNION CON FE",290,1.86,15630,79.49,"",19664
ROJAS,2015,2,"ALIANZA CAMBIEMOS BUENOS AIRES",8296,52.35,15847,78.78,"Claudio Alberto ROSSI",20116
ROJAS,2015,2,"ENCUENTRO POR ROJAS",5037,31.79,15847,78.78,"Claudio Alberto ROSSI",20116
ROJAS,2015,2,"ALIANZA FRENTE PARA LA VICTORIA",1999,12.61,15847,78.78,"Claudio Alberto ROSSI",20116
ROJAS,2015,2,"ALIANZA PROGRESISTAS",515,3.25,15847,78.78,"Claudio Alberto ROSSI",20116
ROJAS,2017,2,"ALIANZA CAMBIEMOS BUENOS AIRES",8684,56.32,15420,75.8,"",20344
ROJAS,2017,2,"ALIANZA UNIDAD CIUDADANA",3525,22.86,15420,75.8,"",20344
ROJAS,2017,2,"ALIANZA 1 PAIS",1996,12.94,15420,75.8,"",20344
ROJAS,2017,2,"ALIANZA FRENTE JUSTICIALISTA",743,4.82,15420,75.8,"",20344
ROJAS,2017,2,"PARTIDO SOCIALISTA",472,3.06,15420,75.8,"",20344
ROJAS,2019,2,"JUNTOS POR EL CAMBIO",9914,61.78,16046,77.95,"Claudio Alberto ROSSI",20585
ROJAS,2019,2,"FRENTE DE TODOS",5660,35.27,16046,77.95,"Claudio Alberto ROSSI",20585
ROJAS,2019,2,"CONSENSO FEDERAL",472,2.94,16046,77.95,"Claudio Alberto ROSSI",20585
ROJAS,2021,2,"ALIANZA JUNTOS",8710,68.32,12748,61.24,"",20818
ROJAS,2021,2,"FRENTE DE TODOS",3431,26.91,12748,61.24,"",20818
ROJAS,2021,2,"FRENTE VAMOS CON VOS",607,4.76,12748,61.24,"",20818
ROJAS,2023,2,"JUNTOS POR EL CAMBIO",8136,53.63,15170,71.89,"Román Luján BOUVIER",21103
ROJAS,2023,2,"UNION POR LA PATRIA",3131,20.64,15170,71.89,"Román Luján BOUVIER",21103
ROJAS,2023,2,"LA LIBERTAD AVANZA",3111,20.51,15170,71.89,"Román Luján BOUVIER",21103
ROJAS,2023,2,"PARTIDO AUTONOMISTA",792,5.22,15170,71.89,"Román Luján BOUVIER",21103
ROJAS,2025,2,"ESP. ABIERTO PARA EL DES. Y LA INT. SOCIAL",4484,48.73,9201,43.21,"",21293
ROJAS,2025,2,"ALIANZA LA LIBERTAD AVANZA",3858,41.93,9201,43.21,"",21293
ROJAS,2025,2,"ALIANZA POTENCIA",859,9.34,9201,43.21,"",21293
ROQUE PEREZ,2013,7,"ALIANZA FRENTE PARA LA VICTORIA",3368,51.56,6532,68,"",9606
ROQUE PEREZ,2013,7,"FRENTE PROGRESISTA CIVICO Y SOCIAL",2567,39.3,6532,68,"",9606
ROQUE PEREZ,2013,7,"UNIDOS POR LA LIBERTAD Y EL TRABAJO",597,9.14,6532,68,"",9606
ROQUE PEREZ,2015,7,"ALIANZA FRENTE PARA LA VICTORIA",3773,49.79,7578,75.54,"Juan Carlos GASPARINI",10032
ROQUE PEREZ,2015,7,"ALIANZA CAMBIEMOS BUENOS AIRES",1949,25.72,7578,75.54,"Juan Carlos GASPARINI",10032
ROQUE PEREZ,2015,7,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",1856,24.49,7578,75.54,"Juan Carlos GASPARINI",10032
ROQUE PEREZ,2017,7,"ALIANZA CAMBIEMOS BUENOS AIRES",3827,47.34,8084,76.01,"",10636
ROQUE PEREZ,2017,7,"ALIANZA UNIDAD CIUDADANA",2597,32.13,8084,76.01,"",10636
ROQUE PEREZ,2017,7,"ALIANZA 1 PAIS",1431,17.7,8084,76.01,"",10636
ROQUE PEREZ,2017,7,"ALIANZA FRENTE JUSTICIALISTA",229,2.83,8084,76.01,"",10636
ROQUE PEREZ,2019,7,"FRENTE DE TODOS",4389,50.06,8767,80.04,"Juan Carlos "chinchu" GASPARINI",10953
ROQUE PEREZ,2019,7,"JUNTOS POR EL CAMBIO",4378,49.94,8767,80.04,"Juan Carlos "chinchu" GASPARINI",10953
ROQUE PEREZ,2021,7,"ALIANZA JUNTOS",4799,59.53,8062,71.77,"",11233
ROQUE PEREZ,2021,7,"FRENTE DE TODOS",2778,34.46,8062,71.77,"",11233
ROQUE PEREZ,2021,7,"FRENTE VAMOS CON VOS",323,4.01,8062,71.77,"",11233
ROQUE PEREZ,2021,7,"PARTIDO REPUBLICANO FEDERAL",162,2.01,8062,71.77,"",11233
ROQUE PEREZ,2025,7,"ALIANZA FUERZA PATRIA",1593,21.75,7323,62.04,"",11804
ROQUE PEREZ,2025,7,"ESP. ABIERTO PARA EL DES. Y LA INT. SOCIAL",1438,19.64,7323,62.04,"",11804
ROQUE PEREZ,2025,7,"ALIANZA SOMOS BUENOS AIRES",1387,18.94,7323,62.04,"",11804
ROQUE PEREZ,2025,7,"CONSTRUYENDO PORVENIR",1175,16.05,7323,62.04,"",11804
ROQUE PEREZ,2025,7,"ALIANZA LA LIBERTAD AVANZA",1080,14.75,7323,62.04,"",11804
ROQUE PEREZ,2025,7,"ALIANZA POTENCIA",466,6.36,7323,62.04,"",11804
ROQUE PEREZ,2025,7,"ALIANZA UNION Y LIBERTAD",184,2.51,7323,62.04,"",11804
SAAVEDRA,2013,6,"FRENTE PROGRESISTA CIVICO Y SOCIAL",6103,47.94,12731,72.17,"",17641
SAAVEDRA,2013,6,"ALIANZA FRENTE PARA LA VICTORIA",3643,28.62,12731,72.17,"",17641
SAAVEDRA,2013,6,"FRENTE RENOVADOR",1923,15.1,12731,72.17,"",17641
SAAVEDRA,2013,6,"UNIDOS POR LA LIBERTAD Y EL TRABAJO",1062,8.34,12731,72.17,"",17641
SAAVEDRA,2015,6,"ALIANZA FRENTE PARA LA VICTORIA",5654,43.13,13109,72.73,"Alejandro Hugo CORVATTA",18025
SAAVEDRA,2015,6,"ALIANZA PROGRESISTAS",4339,33.1,13109,72.73,"Alejandro Hugo CORVATTA",18025
SAAVEDRA,2015,6,"ALIANZA CAMBIEMOS BUENOS AIRES",1966,15,13109,72.73,"Alejandro Hugo CORVATTA",18025
SAAVEDRA,2015,6,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",1150,8.77,13109,72.73,"Alejandro Hugo CORVATTA",18025
SAAVEDRA,2017,6,"ALIANZA CAMBIEMOS BUENOS AIRES",6181,48.18,12828,70.28,"",18253
SAAVEDRA,2017,6,"ALIANZA UNIDAD CIUDADANA",3848,30,12828,70.28,"",18253
SAAVEDRA,2017,6,"ALIANZA 1 PAIS",2415,18.83,12828,70.28,"",18253
SAAVEDRA,2017,6,"ALIANZA FRENTE JUSTICIALISTA",384,2.99,12828,70.28,"",18253
SAAVEDRA,2019,6,"JUNTOS POR EL CAMBIO",6788,48.87,13891,74.76,"Gustavo Javier NOTARARIGO",18580
SAAVEDRA,2019,6,"FRENTE DE TODOS",6409,46.14,13891,74.76,"Gustavo Javier NOTARARIGO",18580
SAAVEDRA,2019,6,"TODOS POR SAAVEDRA",546,3.93,13891,74.76,"Gustavo Javier NOTARARIGO",18580
SAAVEDRA,2019,6,"FRENTE NOS",148,1.07,13891,74.76,"Gustavo Javier NOTARARIGO",18580
SAAVEDRA,2021,6,"ALIANZA JUNTOS",5627,46.58,12080,64.13,"",18837
SAAVEDRA,2021,6,"TODOS POR SAAVEDRA",3735,30.92,12080,64.13,"",18837
SAAVEDRA,2021,6,"FRENTE DE TODOS",2314,19.16,12080,64.13,"",18837
SAAVEDRA,2021,6,"FRENTE DE IZQUIERDA Y DE TRABAJADORES -",240,1.99,12080,64.13,"",18837
SAAVEDRA,2021,6,"PARTIDO REPUBLICANO FEDERAL",164,1.36,12080,64.13,"",18837
SAAVEDRA,2023,6,"TODOS POR SAAVEDRA",4920,37.58,13092,69.08,"Matías NEBOT",18953
SAAVEDRA,2023,6,"JUNTOS POR EL CAMBIO",4189,32,13092,69.08,"Matías NEBOT",18953
SAAVEDRA,2023,6,"UNION POR LA PATRIA",2002,15.29,13092,69.08,"Matías NEBOT",18953
SAAVEDRA,2023,6,"LA LIBERTAD AVANZA",1981,15.13,13092,69.08,"Matías NEBOT",18953
SAAVEDRA,2025,6,"ALIANZA LA LIBERTAD AVANZA",3141,31.92,9841,51.8,"",18999
SAAVEDRA,2025,6,"ALIANZA SOMOS BUENOS AIRES",2093,21.27,9841,51.8,"",18999
SAAVEDRA,2025,6,"ALIANZA FUERZA PATRIA",2093,21.27,9841,51.8,"",18999
SAAVEDRA,2025,6,"TODOS POR SAAVEDRA",1243,12.63,9841,51.8,"",18999
SAAVEDRA,2025,6,"ALIANZA POTENCIA",955,9.7,9841,51.8,"",18999
SAAVEDRA,2025,6,"ALIANZA UNION Y LIBERTAD",316,3.21,9841,51.8,"",18999
SALADILLO,2013,7,"ALIANZA FRENTE PARA LA VICTORIA",7433,37.93,19597,74.91,"",26160
SALADILLO,2013,7,"FRENTE RENOVADOR",6133,31.3,19597,74.91,"",26160
SALADILLO,2013,7,"FRENTE PROGRESISTA CIVICO Y SOCIAL",5716,29.17,19597,74.91,"",26160
SALADILLO,2013,7,"FRENTE POPULAR DEMOCRATICO Y SOCIAL",315,1.61,19597,74.91,"",26160
SALADILLO,2015,7,"ALIANZA CAMBIEMOS BUENOS AIRES",13080,64.07,20416,75.93,"José Luis SALOMON",26889
SALADILLO,2015,7,"ALIANZA FRENTE PARA LA VICTORIA",5973,29.26,20416,75.93,"José Luis SALOMON",26889
SALADILLO,2015,7,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",1363,6.68,20416,75.93,"José Luis SALOMON",26889
SALADILLO,2017,7,"ALIANZA CAMBIEMOS BUENOS AIRES",12344,61.48,20078,72.39,"",27734
SALADILLO,2017,7,"ALIANZA UNIDAD CIUDADANA",5249,26.14,20078,72.39,"",27734
SALADILLO,2017,7,"ALIANZA 1 PAIS",1903,9.48,20078,72.39,"",27734
SALADILLO,2017,7,"ALIANZA FRENTE JUSTICIALISTA",582,2.9,20078,72.39,"",27734
SALADILLO,2019,7,"JUNTOS POR EL CAMBIO",11976,54.01,22174,78.73,"José Luis SALOMÓN",28164
SALADILLO,2019,7,"FRENTE DE TODOS",9649,43.51,22174,78.73,"José Luis SALOMÓN",28164
SALADILLO,2019,7,"CONSENSO FEDERAL",398,1.79,22174,78.73,"José Luis SALOMÓN",28164
SALADILLO,2019,7,"FTE DE IZQ. Y DE TRABAJADORES-UNIDAD",151,0.68,22174,78.73,"José Luis SALOMÓN",28164
SALADILLO,2021,7,"ALIANZA JUNTOS",10143,50.67,20019,70.05,"",28577
SALADILLO,2021,7,"FRENTE DE TODOS",8042,40.17,20019,70.05,"",28577
SALADILLO,2021,7,"ALIANZA AVANZA LIBERTAD",992,4.96,20019,70.05,"",28577
SALADILLO,2021,7,"FRENTE DE IZQUIERDA Y DE TRABAJADORES -",452,2.26,20019,70.05,"",28577
SALADILLO,2021,7,"FRENTE VAMOS CON VOS",390,1.95,20019,70.05,"",28577
SALADILLO,2023,7,"JUNTOS POR EL CAMBIO",9579,46.33,20674,69.62,"José Luis SALOMON",29697
SALADILLO,2023,7,"UNION POR LA PATRIA",7007,33.89,20674,69.62,"José Luis SALOMON",29697
SALADILLO,2023,7,"LA LIBERTAD AVANZA",4088,19.77,20674,69.62,"José Luis SALOMON",29697
SALADILLO,2025,7,"ALIANZA SOMOS BUENOS AIRES",5927,34.01,17425,57.85,"",30120
SALADILLO,2025,7,"ALIANZA FUERZA PATRIA",5034,28.89,17425,57.85,"",30120
SALADILLO,2025,7,"ALIANZA LA LIBERTAD AVANZA",3865,22.18,17425,57.85,"",30120
SALADILLO,2025,7,"ALIANZA POTENCIA",1470,8.44,17425,57.85,"",30120
SALADILLO,2025,7,"ALIANZA UNION LIBERAL",804,4.61,17425,57.85,"",30120
SALADILLO,2025,7,"ALIANZA UNION Y LIBERTAD",325,1.87,17425,57.85,"",30120
SALLIQUELO,2013,6,"UNIDOS POR LA LIBERTAD Y EL TRABAJO",2512,42.2,5952,78.22,"",7609
SALLIQUELO,2013,6,"FRENTE PROGRESISTA CIVICO Y SOCIAL",1567,26.33,5952,78.22,"",7609
SALLIQUELO,2013,6,"ALIANZA FRENTE PARA LA VICTORIA",1072,18.01,5952,78.22,"",7609
SALLIQUELO,2013,6,"FRENTE RENOVADOR",801,13.46,5952,78.22,"",7609
SALLIQUELO,2015,6,"ALIANZA CAMBIEMOS BUENOS AIRES",2680,43.4,6175,80.07,"Jorge Alberto HERNANDEZ",7712
SALLIQUELO,2015,6,"ALIANZA FRENTE PARA LA VICTORIA",2466,39.94,6175,80.07,"Jorge Alberto HERNANDEZ",7712
SALLIQUELO,2015,6,"UNION VECINAL SALLIQUELO",852,13.8,6175,80.07,"Jorge Alberto HERNANDEZ",7712
SALLIQUELO,2015,6,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",177,2.87,6175,80.07,"Jorge Alberto HERNANDEZ",7712
SALLIQUELO,2017,6,"ALIANZA CAMBIEMOS BUENOS AIRES",2095,35.73,5863,75.55,"",7760
SALLIQUELO,2017,6,"UNION VECINAL SALLIQUELO",1962,33.46,5863,75.55,"",7760
SALLIQUELO,2017,6,"ALIANZA UNIDAD CIUDADANA",1583,27,5863,75.55,"",7760
SALLIQUELO,2017,6,"ALIANZA 1 PAIS",162,2.76,5863,75.55,"",7760
SALLIQUELO,2017,6,"ALIANZA FRENTE JUSTICIALISTA",61,1.04,5863,75.55,"",7760
SALLIQUELO,2019,6,"UNION VECINAL SALLIQUELO",2339,36.06,6486,83.68,"Juan Miguel NOSETTI",7751
SALLIQUELO,2019,6,"FRENTE DE TODOS",2283,35.2,6486,83.68,"Juan Miguel NOSETTI",7751
SALLIQUELO,2019,6,"JUNTOS POR EL CAMBIO",1864,28.74,6486,83.68,"Juan Miguel NOSETTI",7751
SALLIQUELO,2021,6,"ALIANZA JUNTOS",2908,52.24,5567,70.75,"",7868
SALLIQUELO,2021,6,"FRENTE DE TODOS",1861,33.43,5567,70.75,"",7868
SALLIQUELO,2021,6,"UNION VECINAL SALLIQUELO",798,14.33,5567,70.75,"",7868
SALLIQUELO,2023,6,"UNION POR LA PATRIA",2954,49.42,5977,75.65,"Ariel Horacio SUCCURRO",7901
SALLIQUELO,2023,6,"JUNTOS POR EL CAMBIO",2578,43.13,5977,75.65,"Ariel Horacio SUCCURRO",7901
SALLIQUELO,2023,6,"LA LIBERTAD AVANZA",445,7.45,5977,75.65,"Ariel Horacio SUCCURRO",7901
SALLIQUELO,2025,6,"ALIANZA FUERZA PATRIA",2493,52.48,4750,59.85,"",7937
SALLIQUELO,2025,6,"ALIANZA SOMOS BUENOS AIRES",1350,28.42,4750,59.85,"",7937
SALLIQUELO,2025,6,"ALIANZA LA LIBERTAD AVANZA",907,19.09,4750,59.85,"",7937
SALTO,2013,2,"CONCORDANCIA APERTURISTA SALTENSE",6027,29.65,20329,77.94,"",26083
SALTO,2013,2,"ALIANZA FRENTE PARA LA VICTORIA",4683,23.04,20329,77.94,"",26083
SALTO,2013,2,"FRENTE RENOVADOR",3252,16,20329,77.94,"",26083
SALTO,2013,2,"FRENTE POPULAR DEMOCRATICO Y SOCIAL",2496,12.28,20329,77.94,"",26083
SALTO,2013,2,"FRENTE PROGRESISTA CIVICO Y SOCIAL",2376,11.69,20329,77.94,"",26083
SALTO,2013,2,"FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES",614,3.02,20329,77.94,"",26083
SALTO,2013,2,"UNIDOS POR LA LIBERTAD Y EL TRABAJO",504,2.48,20329,77.94,"",26083
SALTO,2013,2,"UNION CON FE",377,1.85,20329,77.94,"",26083
SALTO,2015,2,"ALIANZA FRENTE PARA LA VICTORIA",7572,37.14,20388,74.49,"Ricardo José ALESSANDRO",27369
SALTO,2015,2,"ALIANZA CAMBIEMOS BUENOS AIRES",4725,23.18,20388,74.49,"Ricardo José ALESSANDRO",27369
SALTO,2015,2,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",3884,19.05,20388,74.49,"Ricardo José ALESSANDRO",27369
SALTO,2015,2,"ALIANZA PROGRESISTAS",3487,17.1,20388,74.49,"Ricardo José ALESSANDRO",27369
SALTO,2015,2,"AZA. FTE. DE IZQUIERDA Y LOS TRABAJADORES",720,3.53,20388,74.49,"Ricardo José ALESSANDRO",27369
SALTO,2017,2,"ALIANZA CAMBIEMOS BUENOS AIRES",7911,37.51,21090,73.99,"",28505
SALTO,2017,2,"ALIANZA FRENTE JUSTICIALISTA",4924,23.35,21090,73.99,"",28505
SALTO,2017,2,"ALIANZA UNIDAD CIUDADANA",4190,19.87,21090,73.99,"",28505
SALTO,2017,2,"ALIANZA 1 PAIS",2367,11.22,21090,73.99,"",28505
SALTO,2017,2,"CONCORDANCIA APERTURISTA SALTENSE",991,4.7,21090,73.99,"",28505
SALTO,2017,2,"ALIANZA FRENTE DE IZQUIERDA Y DE LOS",707,3.35,21090,73.99,"",28505
SALTO,2019,2,"FRENTE DE TODOS",11861,53.29,22259,76.88,"Alessandro RICARDO "CURA"",28953
SALTO,2019,2,"JUNTOS POR EL CAMBIO",8672,38.96,22259,76.88,"Alessandro RICARDO "CURA"",28953
SALTO,2019,2,"FTE DE IZQ. Y DE TRABAJADORES-UNIDAD",725,3.26,22259,76.88,"Alessandro RICARDO "CURA"",28953
SALTO,2019,2,"CONSENSO FEDERAL",631,2.83,22259,76.88,"Alessandro RICARDO "CURA"",28953
SALTO,2019,2,"FRENTE NOS",370,1.66,22259,76.88,"Alessandro RICARDO "CURA"",28953
SALTO,2021,2,"ALIANZA JUNTOS",9889,48.75,20285,67.94,"",29856
SALTO,2021,2,"FRENTE DE TODOS",7664,37.78,20285,67.94,"",29856
SALTO,2021,2,"FRENTE DE IZQUIERDA Y DE TRABAJADORES -",781,3.85,20285,67.94,"",29856
SALTO,2021,2,"UNION POR TODOS",653,3.22,20285,67.94,"",29856
SALTO,2021,2,"PARTIDO UNION CELESTE Y BLANCO",589,2.9,20285,67.94,"",29856
SALTO,2021,2,"FRENTE VAMOS CON VOS",395,1.95,20285,67.94,"",29856
SALTO,2021,2,"PARTIDO FEDERAL",314,1.55,20285,67.94,"",29856
SALTO,2023,2,"UNION POR LA PATRIA",11102,52.79,21029,68.34,"Alessandro RICARDO",30772
SALTO,2023,2,"LA LIBERTAD AVANZA",5081,24.16,21029,68.34,"Alessandro RICARDO",30772
SALTO,2023,2,"JUNTOS POR EL CAMBIO",4846,23.04,21029,68.34,"Alessandro RICARDO",30772
SALTO,2025,2,"ALIANZA FUERZA PATRIA",8183,45.75,17887,56.95,"",31406
SALTO,2025,2,"ALIANZA LA LIBERTAD AVANZA",5522,30.87,17887,56.95,"",31406
SALTO,2025,2,"ESP. ABIERTO PARA EL DES. Y LA INT. SOCIAL",2099,11.73,17887,56.95,"",31406
SALTO,2025,2,"ALIANZA NUEVOS AIRES",1430,7.99,17887,56.95,"",31406
SALTO,2025,2,"ALIANZA POTENCIA",602,3.37,17887,56.95,"",31406
SALTO,2025,2,"PARTIDO LIBERTARIO",51,0.29,17887,56.95,"",31406
SAN ANDRES DE GILES,2013,2,"FRENTE RENOVADOR",5911,43.29,13653,77.28,"",17666
SAN ANDRES DE GILES,2013,2,"ALIANZA FRENTE PARA LA VICTORIA",3911,28.65,13653,77.28,"",17666
SAN ANDRES DE GILES,2013,2,"FRENTE PROGRESISTA CIVICO Y SOCIAL",2605,19.08,13653,77.28,"",17666
SAN ANDRES DE GILES,2013,2,"UNIDOS POR LA LIBERTAD Y EL TRABAJO",847,6.2,13653,77.28,"",17666
SAN ANDRES DE GILES,2013,2,"FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES",271,1.98,13653,77.28,"",17666
SAN ANDRES DE GILES,2013,2,"COMPROMISO FEDERAL",108,0.79,13653,77.28,"",17666
SAN ANDRES DE GILES,2015,2,"ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA",7342,53.31,13771,74.18,"Carlos Javier PUGLELLI",18564
SAN ANDRES DE GILES,2015,2,"ALIANZA FRENTE PARA LA VICTORIA",3156,22.92,13771,74.18,"Carlos Javier PUGLELLI",18564
SAN ANDRES DE GILES,2015,2,"ALIANZA CAMBIEMOS BUENOS AIRES",2348,17.05,13771,74.18,"Carlos Javier PUGLELLI",18564
SAN ANDRES DE GILES,2015,2,"PATRIA GRANDE",428,3.11,13771,74.18,"Carlos Javier PUGLELLI",18564
SAN ANDRES DE GILES,2015,2,"ALIANZA PROGRESISTAS",350,2.54,13771,74.18,"Carlos Javier PUGLELLI",18564
SAN ANDRES DE GILES,2015,2,"AZA. FTE. DE IZQUIERDA Y LOS TRABAJADORES",147,1.07,13771,74.18,"Carlos Javier PUGLELLI",18564
SAN ANDRES DE GILES,2017,2,"ALIANZA CAMBIEMOS BUENOS AIRES",5166,35.97,14362,74.32,"",19324
SAN ANDRES DE GILES,2017,2,"ALIANZA UNIDAD CIUDADANA",4132,28.77,14362,74.32,"",19324
SAN ANDRES DE GILES,2017,2,"ALIANZA 1 PAIS",3271,22.78,14362,74.32,"",19324
SAN ANDRES DE GILES,2017,2,"PATRIA GRANDE",1289,8.98,14362,74.32,"",19324
SAN ANDRES DE GILES,2017,2,"ALIANZA FRENTE JUSTICIALISTA",504,3.51,14362,74.32,"",19324
SAN ANDRES DE GILES,2019,2,"FRENTE DE TODOS",9377,63.59,14746,74.57,"Carlos Javier PUGLELLI",19776
SAN ANDRES DE GILES,2019,2,"JUNTOS POR EL CAMBIO",4307,29.21,14746,74.57,"Carlos Javier PUGLELLI",19776
SAN ANDRES DE GILES,2019,2,"CONSENSO FEDERAL",1062,7.2,14746,74.57,"Carlos Javier PUGLELLI",19776
SAN ANDRES DE GILES,2021,2,"ALIANZA JUNTOS",6651,45.81,14519,71.07,"",20430
SAN ANDRES DE GILES,2021,2,"FRENTE DE TODOS",5247,36.14,14519,71.07,"",20430
SAN ANDRES DE GILES,2021,2,"PARTIDO FEDERAL",753,5.19,14519,71.07,"",20430
SAN ANDRES DE GILES,2021,2,"ALIANZA AVANZA LIBERTAD",631,4.35,14519,71.07,"",20430
SAN ANDRES DE GILES,2021,2,"PARTIDO UNION CELESTE Y BLANCO",500,3.44,14519,71.07,"",20430
SAN ANDRES DE GILES,2021,2,"FRENTE VAMOS CON VOS",382,2.63,14519,71.07,"",20430
SAN ANDRES DE GILES,2021,2,"FRENTE DE IZQUIERDA Y DE TRABAJADORES -",355,2.45,14519,71.07,"",20430
SAN ANDRES DE GILES,2023,2,"UNION POR LA PATRIA",6889,47.39,14536,68.5,"Miguel Angel GESUALDI",21221
SAN ANDRES DE GILES,2023,2,"JUNTOS POR EL CAMBIO",4279,29.44,14536,68.5,"Miguel Angel GESUALDI",21221
